indicatorId,geoUnit,year,type,subtype,value
FOSGP.5T8.F600,MKD,2018,Data Status,Data reporting,NA
FOSGP.5T8.F600,MKD,2018,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,MKD,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,MKD,2020,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,MLT,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,MLT,2015,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,MLT,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,MLT,2016,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,MLT,2017,Data Status,Data reporting,NA
FOSGP.5T8.F600,MLT,2017,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,MLT,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,MLT,2019,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,MLT,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,MLT,2020,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,MMR,2018,Data Status,Data reporting,NA
FOSGP.5T8.F600,MMR,2018,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,MNE,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,MNE,2019,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,MNG,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,MNG,2016,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,MNG,2017,Data Status,Data reporting,NA
FOSGP.5T8.F600,MNG,2017,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,MNG,2018,Data Status,Data reporting,NA
FOSGP.5T8.F600,MNG,2018,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,MNG,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,MNG,2019,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,MOZ,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,MOZ,2015,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,MOZ,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,MOZ,2016,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,MOZ,2017,Data Status,Data reporting,NA
FOSGP.5T8.F600,MOZ,2017,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,MOZ,2018,Data Status,Data reporting,NA
FOSGP.5T8.F600,MOZ,2018,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,MRT,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,MRT,2016,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,MRT,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,MRT,2020,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,MUS,2017,Data Status,Data reporting,NA
FOSGP.5T8.F600,MUS,2017,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,MUS,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,MUS,2020,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,MYS,2018,Data Status,Data reporting,NA
FOSGP.5T8.F600,MYS,2018,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,MYS,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,MYS,2019,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,NAM,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,NAM,2015,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,NAM,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,NAM,2016,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,NAM,2017,Data Status,Data reporting,NA
FOSGP.5T8.F600,NAM,2017,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,NAM,2018,Data Status,Data reporting,NA
FOSGP.5T8.F600,NAM,2018,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,NAM,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,NAM,2019,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,NAM,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,NAM,2020,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,NER,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,NER,2015,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,NER,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,NER,2016,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,NER,2017,Data Status,Data reporting,NA
FOSGP.5T8.F600,NER,2017,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,NER,2018,Data Status,Data reporting,NA
FOSGP.5T8.F600,NER,2018,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,NER,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,NER,2019,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,NLD,2017,Data Status,Data reporting,NA
FOSGP.5T8.F600,NLD,2017,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,NLD,2018,Data Status,Data reporting,NA
FOSGP.5T8.F600,NLD,2018,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,NLD,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,NLD,2019,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,NLD,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,NLD,2020,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,NOR,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,NOR,2015,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,NOR,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,NOR,2016,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,NOR,2017,Data Status,Data reporting,NA
FOSGP.5T8.F600,NOR,2017,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,NOR,2018,Data Status,Data reporting,NA
FOSGP.5T8.F600,NOR,2018,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,NOR,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,NOR,2019,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,NOR,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,NOR,2020,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,NZL,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,NZL,2015,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,NZL,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,NZL,2016,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,NZL,2017,Data Status,Data reporting,NA
FOSGP.5T8.F600,NZL,2017,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,NZL,2018,Data Status,Data reporting,NA
FOSGP.5T8.F600,NZL,2018,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,NZL,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,NZL,2019,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,NZL,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,NZL,2020,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,OMN,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,OMN,2015,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,OMN,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,OMN,2016,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,OMN,2017,Data Status,Data reporting,NA
FOSGP.5T8.F600,OMN,2017,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,OMN,2018,Data Status,Data reporting,NA
FOSGP.5T8.F600,OMN,2018,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,OMN,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,OMN,2019,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,OMN,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,OMN,2020,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,PAN,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,PAN,2015,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,PAN,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,PAN,2016,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,PAN,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,PAN,2019,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,PAN,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,PAN,2020,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,PER,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,PER,2016,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,PER,2017,Data Status,Data reporting,NA
FOSGP.5T8.F600,PER,2017,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,PHL,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,PHL,2015,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,PHL,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,PHL,2016,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,PHL,2017,Data Status,Data reporting,NA
FOSGP.5T8.F600,PHL,2017,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,PHL,2018,Data Status,Data reporting,NA
FOSGP.5T8.F600,PHL,2018,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,PHL,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,PHL,2019,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,PHL,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,PHL,2020,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,POL,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,POL,2015,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,POL,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,POL,2016,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,POL,2017,Data Status,Data reporting,NA
FOSGP.5T8.F600,POL,2017,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,POL,2018,Data Status,Data reporting,NA
FOSGP.5T8.F600,POL,2018,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,POL,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,POL,2019,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,POL,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,POL,2020,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,PRI,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,PRI,2015,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,PRI,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,PRI,2016,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,PRI,2018,Data Status,Data reporting,NA
FOSGP.5T8.F600,PRI,2018,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,PRK,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,PRK,2015,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,PRT,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,PRT,2015,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,PRT,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,PRT,2016,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,PRT,2017,Data Status,Data reporting,NA
FOSGP.5T8.F600,PRT,2017,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,PRT,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,PRT,2019,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,PRT,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,PRT,2020,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,PSE,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,PSE,2015,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,PSE,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,PSE,2016,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,PSE,2017,Data Status,Data reporting,NA
FOSGP.5T8.F600,PSE,2017,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,PSE,2018,Data Status,Data reporting,NA
FOSGP.5T8.F600,PSE,2018,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,PSE,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,PSE,2019,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,PSE,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,PSE,2020,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,QAT,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,QAT,2016,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,QAT,2017,Data Status,Data reporting,NA
FOSGP.5T8.F600,QAT,2017,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,QAT,2018,Data Status,Data reporting,NA
FOSGP.5T8.F600,QAT,2018,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,QAT,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,QAT,2019,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,QAT,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,QAT,2020,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,ROU,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,ROU,2015,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,ROU,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,ROU,2016,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,ROU,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,ROU,2019,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,ROU,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,ROU,2020,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,RUS,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,RUS,2015,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,RUS,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,RUS,2016,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,RUS,2017,Data Status,Data reporting,NA
FOSGP.5T8.F600,RUS,2017,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,RUS,2018,Data Status,Data reporting,NA
FOSGP.5T8.F600,RUS,2018,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,RUS,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,RUS,2019,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,RWA,2017,Data Status,Data reporting,NA
FOSGP.5T8.F600,RWA,2017,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,RWA,2018,Data Status,Data reporting,NA
FOSGP.5T8.F600,RWA,2018,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,RWA,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,RWA,2019,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,RWA,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,RWA,2020,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,SAU,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,SAU,2015,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,SAU,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,SAU,2016,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,SAU,2017,Data Status,Data reporting,NA
FOSGP.5T8.F600,SAU,2017,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,SAU,2018,Data Status,Data reporting,NA
FOSGP.5T8.F600,SAU,2018,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,SAU,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,SAU,2019,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,SAU,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,SAU,2020,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,SDN,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,SDN,2015,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,SGP,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,SGP,2016,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,SGP,2017,Data Status,Data reporting,NA
FOSGP.5T8.F600,SGP,2017,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,SGP,2018,Data Status,Data reporting,NA
FOSGP.5T8.F600,SGP,2018,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,SGP,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,SGP,2019,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,SGP,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,SGP,2020,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,SLV,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,SLV,2015,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,SLV,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,SLV,2016,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,SLV,2017,Data Status,Data reporting,NA
FOSGP.5T8.F600,SLV,2017,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,SLV,2018,Data Status,Data reporting,NA
FOSGP.5T8.F600,SLV,2018,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,SLV,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,SLV,2019,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,SLV,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,SLV,2020,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,SRB,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,SRB,2015,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,SRB,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,SRB,2016,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,SRB,2017,Data Status,Data reporting,NA
FOSGP.5T8.F600,SRB,2017,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,SRB,2018,Data Status,Data reporting,NA
FOSGP.5T8.F600,SRB,2018,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,SRB,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,SRB,2019,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,SRB,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,SRB,2020,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,SVK,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,SVK,2015,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,SVK,2017,Data Status,Data reporting,NA
FOSGP.5T8.F600,SVK,2017,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,SVK,2018,Data Status,Data reporting,NA
FOSGP.5T8.F600,SVK,2018,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,SVK,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,SVK,2019,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,SVK,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,SVK,2020,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,SVN,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,SVN,2015,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,SVN,2017,Data Status,Data reporting,NA
FOSGP.5T8.F600,SVN,2017,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,SVN,2018,Data Status,Data reporting,NA
FOSGP.5T8.F600,SVN,2018,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,SVN,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,SVN,2019,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,SVN,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,SVN,2020,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,SWE,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,SWE,2015,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,SWE,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,SWE,2016,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,SWE,2017,Data Status,Data reporting,NA
FOSGP.5T8.F600,SWE,2017,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,SWE,2018,Data Status,Data reporting,NA
FOSGP.5T8.F600,SWE,2018,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,SWE,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,SWE,2019,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,SWE,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,SWE,2020,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,SWZ,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,SWZ,2015,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,SXM,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,SXM,2015,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,SXM,2017,Data Status,Data reporting,NA
FOSGP.5T8.F600,SXM,2017,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,SYC,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,SYC,2015,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,SYC,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,SYC,2016,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,SYC,2017,Data Status,Data reporting,NA
FOSGP.5T8.F600,SYC,2017,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,SYC,2018,Data Status,Data reporting,NA
FOSGP.5T8.F600,SYC,2018,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,SYC,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,SYC,2019,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,SYC,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,SYC,2020,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,SYR,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,SYR,2016,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,TCD,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,TCD,2020,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,THA,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,THA,2015,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,THA,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,THA,2016,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,TJK,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,TJK,2016,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,TJK,2017,Data Status,Data reporting,NA
FOSGP.5T8.F600,TJK,2017,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,TKM,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,TKM,2020,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,TTO,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,TTO,2019,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,TUN,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,TUN,2015,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,TUN,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,TUN,2016,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,TUN,2018,Data Status,Data reporting,NA
FOSGP.5T8.F600,TUN,2018,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,TUN,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,TUN,2020,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,TUR,2018,Data Status,Data reporting,NA
FOSGP.5T8.F600,TUR,2018,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,TUR,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,TUR,2019,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,TUR,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,TUR,2020,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,UKR,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,UKR,2015,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,UKR,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,UKR,2016,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,UKR,2017,Data Status,Data reporting,NA
FOSGP.5T8.F600,UKR,2017,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,UKR,2018,Data Status,Data reporting,NA
FOSGP.5T8.F600,UKR,2018,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,UKR,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,UKR,2019,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,UKR,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,UKR,2020,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,URY,2017,Data Status,Data reporting,NA
FOSGP.5T8.F600,URY,2017,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,URY,2018,Data Status,Data reporting,NA
FOSGP.5T8.F600,URY,2018,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,URY,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,URY,2019,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,URY,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,URY,2020,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,USA,2015,Data Status,Data reporting,NA
FOSGP.5T8.F600,USA,2015,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,USA,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,USA,2016,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,USA,2019,Data Status,Data reporting,NA
FOSGP.5T8.F600,USA,2019,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,USA,2020,Data Status,Data reporting,NA
FOSGP.5T8.F600,USA,2020,Source,Data sources,UNESCO OECD Eurostat (UOE) survey
FOSGP.5T8.F600,UZB,2016,Data Status,Data reporting,NA
FOSGP.5T8.F600,UZB,2016,Source,Data sources,UIS Education Survey
FOSGP.5T8.F600,UZB,2017,Data Status,Data reporting,NA
FOSGP.5T8.F600,UZB,2017,Source,Data sources,UIS Education Survey
